,MovieCode,MovieName,CompanyName,BestScreenNum,BestScreenNum_sh,BestShare,TotalScreenNum,TotalAudienceNum
232,20182748,알리바이 닷 컴,판씨네마(주)  Pancinema Corp.,10,0.0023,0.0023,20,6334
233,20181669,윌리,㈜코리아스크린  Korea Screen Inc.,162,0.0341,0.0341,320,16104
234,20185485,보헤미안 랩소디,이십세기폭스코리아(주)  20th Century Fox Korea,1179,0.225,0.2696,25351,4644511
235,20181404,벽 속에 숨은 마법시계,CGV아트하우스  CGV ARTHOUSE,609,0.1237,0.1237,4945,211236
236,20180987,할로윈,유니버설픽쳐스인터내셔널 코리아(유)  Universal Pictures International Korea,536,0.1139,0.1139,3424,101891
237,20181879,나츠메 우인장: 세상과 연을 맺다,(주)애니플러스  ANIPLUS,108,0.0229,0.0229,143,38226
238,20181171,바울,(재)CBS  ,227,0.0507,0.0516,3989,201760
239,20181367,캡틴 스터비,(주)디스테이션  ,272,0.0559,0.0559,272,16745
240,20170513,동네사람들,(주)리틀빅픽쳐스  Little Big Pictures,730,0.161,0.1805,7261,458186
241,20189869,해피 투게더,플레이리스트(주)  ,240,0.0502,0.0502,847,20989
242,20179006,여곡성,(주)스마일이엔티  Smile Ent.,212,0.0467,0.048,1206,64204
243,20184481,성난황소,(주)쇼박스  Showbox Corp,1008,0.2226,0.2374,4725,920977
244,20182693,구스범스: 몬스터의 역습,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점  Sony Pictures Releasing International,167,0.0364,0.0364,465,21400
245,20183063,박물관이 진짜 살아있다,(주)팝엔터테인먼트  Pop Entertainment,252,0.055,0.055,498,19771
246,20186822,너의 췌장을 먹고 싶어,(주)넥스트엔터테인먼트월드(NEW)  Next Entertainment World,319,0.0667,0.0667,2035,41594
247,20176814,신비한 동물들과 그린델왈드의 범죄,워너브러더스 코리아(주)  Warner Bros. Korea,1600,0.3344,0.3858,14829,2165615
248,20182935,출국,-,274,0.0606,0.063,2271,71407
249,20183050,번 더 스테이지: 더 무비,월트디즈니컴퍼니코리아 유한책임회사  The Walt Disney Company Korea,243,0.0508,0.0508,1827,298408
250,20183009,로빈슨의 언더워터 어드벤처,(주)박수엔터테인먼트  Boxoo Entertainment  ,215,0.0412,0.0412,427,12226
251,20177552,국가부도의 날,씨제이이앤엠(주)  CJ ENM Corp.,19,0.0044,0.0044,59,12918
252,20182669,툴리,(주)리틀빅픽쳐스  Little Big Pictures,135,0.0328,0.0328,334,18542
253,20183073,베일리 어게인,(주)홈초이스  HOME CHOICE,170,0.0373,0.0381,656,45254
254,20183043,캡틴 샤키,예지림엔터테인먼트  ,174,0.0384,0.0384,346,11057
255,20184514,꼬마비행기 피티와 친구들:사막구출 대작전,와이드 릴리즈(주)  Wide Release,212,0.0468,0.0468,416,9413
